userid,site_visits_7,retention_1,retention_7,version,day_of_week
7982953,15,TRUE,FALSE,unlimited,Monday
3290257,23,TRUE,FALSE,unlimited,Saturday
2266834,25,FALSE,FALSE,unlimited,Monday
1224856,24,TRUE,FALSE,unlimited,Friday
6274969,17,NA,NA,unlimited,Tuesday
2871431,27,FALSE,FALSE,unlimited,Sunday
2700789,25,NA,NA,unlimited,Tuesday
1067845,17,TRUE,FALSE,unlimited,Friday
2868542,9,FALSE,FALSE,unlimited,Tuesday
7543436,25,TRUE,FALSE,unlimited,Monday
6290861,19,FALSE,FALSE,unlimited,Friday
7923572,21,TRUE,FALSE,unlimited,Friday
5877291,16,FALSE,FALSE,unlimited,Thursday
801139,16,NA,NA,unlimited,Thursday
7964644,28,TRUE,FALSE,unlimited,Saturday
5913519,18,TRUE,FALSE,unlimited,Friday
6249457,18,TRUE,FALSE,unlimited,Sunday
6918432,16,FALSE,FALSE,unlimited,Tuesday
7614635,18,TRUE,FALSE,unlimited,Sunday
3503632,13,FALSE,FALSE,unlimited,Tuesday
8591090,16,TRUE,TRUE,unlimited,Sunday
8545575,15,TRUE,FALSE,unlimited,Sunday
440400,15,FALSE,TRUE,unlimited,Wednesday
4230788,20,FALSE,FALSE,unlimited,Saturday
6877318,19,TRUE,FALSE,unlimited,Saturday
9664825,16,TRUE,FALSE,unlimited,Tuesday
7257286,19,TRUE,FALSE,unlimited,Sunday
1996203,18,FALSE,FALSE,unlimited,Friday
1428683,25,FALSE,FALSE,unlimited,Sunday
4446516,17,TRUE,TRUE,unlimited,Monday
2414388,22,TRUE,FALSE,unlimited,Sunday
6113661,24,TRUE,FALSE,unlimited,Saturday
6298696,22,TRUE,FALSE,unlimited,Sunday
6611727,25,TRUE,FALSE,unlimited,Monday
7504170,27,FALSE,FALSE,unlimited,Tuesday
3075833,25,FALSE,FALSE,unlimited,Tuesday
8917737,23,FALSE,TRUE,unlimited,Sunday
7792809,15,NA,NA,unlimited,Saturday
3051086,17,TRUE,FALSE,unlimited,Sunday
7664486,13,TRUE,FALSE,unlimited,Monday
9859693,16,FALSE,FALSE,unlimited,Saturday
773098,19,TRUE,FALSE,unlimited,Tuesday
6417624,23,FALSE,FALSE,unlimited,Monday
3611535,12,TRUE,FALSE,unlimited,Saturday
7144321,18,TRUE,TRUE,unlimited,Friday
9514432,23,TRUE,FALSE,unlimited,Sunday
7159396,25,FALSE,FALSE,unlimited,Tuesday
1186614,18,TRUE,FALSE,unlimited,Friday
9759681,17,FALSE,FALSE,unlimited,Thursday
563935,17,TRUE,FALSE,unlimited,Sunday
7089635,27,TRUE,FALSE,unlimited,Saturday
2395447,19,TRUE,FALSE,unlimited,Tuesday
1971251,18,TRUE,TRUE,unlimited,Friday
4802667,16,FALSE,TRUE,unlimited,Saturday
8423158,19,TRUE,FALSE,unlimited,Saturday
2641165,23,TRUE,FALSE,unlimited,Thursday
2141073,19,TRUE,FALSE,unlimited,Sunday
7794220,19,FALSE,FALSE,unlimited,Thursday
557490,15,FALSE,FALSE,unlimited,Friday
6865465,16,TRUE,FALSE,unlimited,Thursday
2124476,24,FALSE,FALSE,unlimited,Monday
2795762,24,FALSE,FALSE,unlimited,Sunday
1530457,22,TRUE,FALSE,unlimited,Monday
9382529,13,NA,NA,unlimited,Monday
1207110,21,FALSE,FALSE,unlimited,Tuesday
4210498,22,TRUE,FALSE,unlimited,Friday
9171299,24,NA,NA,unlimited,Saturday
31222,27,FALSE,FALSE,unlimited,Monday
7428154,23,FALSE,FALSE,unlimited,Wednesday
7784649,14,NA,NA,unlimited,Sunday
5303518,27,TRUE,FALSE,unlimited,Thursday
7507363,24,FALSE,FALSE,unlimited,Sunday
2323775,26,TRUE,FALSE,unlimited,Thursday
5998167,25,FALSE,FALSE,unlimited,Tuesday
5085278,25,FALSE,FALSE,unlimited,Wednesday
9222791,26,FALSE,FALSE,unlimited,Monday
2045431,24,TRUE,FALSE,unlimited,Tuesday
6513058,15,TRUE,FALSE,unlimited,Monday
2488217,24,TRUE,FALSE,unlimited,Wednesday
3453299,18,NA,NA,unlimited,Tuesday
2405649,24,TRUE,FALSE,unlimited,Sunday
151543,24,TRUE,FALSE,unlimited,Thursday
9693607,14,FALSE,FALSE,unlimited,Tuesday
2612457,17,TRUE,FALSE,unlimited,Sunday
4511276,23,FALSE,FALSE,unlimited,Friday
9233917,21,FALSE,FALSE,unlimited,Monday
8726419,16,FALSE,FALSE,unlimited,Monday
9196815,16,FALSE,FALSE,unlimited,Sunday
7017992,25,TRUE,FALSE,unlimited,Sunday
9933718,25,FALSE,FALSE,unlimited,Friday
280534,23,FALSE,FALSE,unlimited,Wednesday
5522332,19,TRUE,FALSE,unlimited,Tuesday
2566747,23,FALSE,FALSE,unlimited,Thursday
5126857,28,TRUE,FALSE,unlimited,Wednesday
9654506,17,TRUE,FALSE,unlimited,Wednesday
6790683,17,TRUE,FALSE,unlimited,Thursday
7416523,21,TRUE,FALSE,unlimited,Saturday
4832653,26,FALSE,FALSE,unlimited,Tuesday
7664758,17,TRUE,FALSE,unlimited,Thursday
8969678,25,TRUE,FALSE,unlimited,Sunday
9359537,25,TRUE,TRUE,unlimited,Saturday
9088026,18,TRUE,FALSE,unlimited,Monday
8421677,24,FALSE,TRUE,unlimited,Monday
7246754,24,TRUE,FALSE,unlimited,Saturday
2369318,21,FALSE,FALSE,unlimited,Tuesday
2607631,25,FALSE,FALSE,unlimited,Monday
6252877,17,FALSE,TRUE,unlimited,Sunday
5398491,24,FALSE,FALSE,unlimited,Sunday
3447693,22,FALSE,FALSE,unlimited,Sunday
1803076,18,TRUE,FALSE,unlimited,Sunday
338919,20,NA,NA,unlimited,Friday
1215178,21,FALSE,FALSE,unlimited,Tuesday
4196110,26,FALSE,FALSE,unlimited,Monday
6059313,25,FALSE,FALSE,unlimited,Tuesday
8131721,24,FALSE,FALSE,unlimited,Tuesday
754168,15,FALSE,FALSE,unlimited,Friday
6082899,17,FALSE,FALSE,unlimited,Sunday
6485209,24,TRUE,FALSE,unlimited,Friday
575344,22,TRUE,FALSE,unlimited,Friday
981036,14,TRUE,FALSE,unlimited,Thursday
7655344,20,FALSE,FALSE,unlimited,Tuesday
2212460,22,TRUE,FALSE,unlimited,Monday
6556608,24,FALSE,FALSE,unlimited,Tuesday
9173840,26,FALSE,FALSE,unlimited,Friday
5817760,26,FALSE,FALSE,unlimited,Tuesday
7693680,24,FALSE,FALSE,unlimited,Thursday
4643650,21,FALSE,FALSE,unlimited,Wednesday
5042491,23,FALSE,FALSE,unlimited,Saturday
3670893,24,FALSE,FALSE,unlimited,Sunday
6283752,23,TRUE,FALSE,unlimited,Tuesday
154666,17,TRUE,FALSE,unlimited,Saturday
6046919,18,TRUE,FALSE,unlimited,Sunday
7095558,14,FALSE,FALSE,unlimited,Sunday
7976796,23,TRUE,FALSE,unlimited,Monday
9692381,12,TRUE,FALSE,unlimited,Monday
5719069,17,NA,NA,unlimited,Sunday
1513645,24,TRUE,TRUE,unlimited,Thursday
8026038,25,TRUE,FALSE,unlimited,Friday
560961,17,FALSE,FALSE,unlimited,Monday
3641532,26,FALSE,FALSE,unlimited,Monday
4655663,22,TRUE,FALSE,unlimited,Monday
807642,24,TRUE,FALSE,unlimited,Saturday
8099274,12,FALSE,FALSE,unlimited,Monday
37461,14,FALSE,TRUE,unlimited,Sunday
8811309,24,FALSE,FALSE,unlimited,Monday
6124347,26,TRUE,FALSE,unlimited,Sunday
7480475,27,FALSE,FALSE,unlimited,Saturday
8351495,14,FALSE,FALSE,unlimited,Tuesday
8306950,27,TRUE,FALSE,unlimited,Monday
8952524,17,TRUE,FALSE,unlimited,Monday
607795,17,TRUE,FALSE,unlimited,Wednesday
4138970,20,TRUE,FALSE,unlimited,Monday
6064356,24,TRUE,FALSE,unlimited,Wednesday
3992751,14,FALSE,FALSE,unlimited,Monday
2942470,26,TRUE,FALSE,unlimited,Monday
5577963,15,FALSE,FALSE,unlimited,Wednesday
2413787,16,FALSE,FALSE,unlimited,Friday
855657,23,TRUE,FALSE,unlimited,Saturday
5378253,26,FALSE,FALSE,unlimited,Monday
2160430,17,TRUE,FALSE,unlimited,Monday
6903007,12,FALSE,FALSE,unlimited,Tuesday
3810949,23,FALSE,FALSE,unlimited,Sunday
3876540,13,FALSE,FALSE,unlimited,Sunday
6153608,17,FALSE,FALSE,unlimited,Tuesday
2884820,13,TRUE,FALSE,unlimited,Sunday
1524348,21,TRUE,FALSE,unlimited,Friday
30039,22,FALSE,FALSE,unlimited,Monday
5259615,25,TRUE,FALSE,unlimited,Monday
6375340,15,FALSE,FALSE,unlimited,Tuesday
2562983,24,FALSE,TRUE,unlimited,Sunday
563510,19,TRUE,TRUE,unlimited,Saturday
7493840,23,FALSE,FALSE,unlimited,Monday
8916443,25,TRUE,FALSE,unlimited,Sunday
664027,25,FALSE,FALSE,unlimited,Tuesday
6245249,15,NA,NA,unlimited,Sunday
832025,16,FALSE,FALSE,unlimited,Friday
3402487,17,TRUE,FALSE,unlimited,Monday
4193097,17,FALSE,FALSE,unlimited,Tuesday
2230348,18,TRUE,FALSE,unlimited,Saturday
6002413,16,FALSE,FALSE,unlimited,Friday
6531935,14,FALSE,FALSE,unlimited,Tuesday
4086315,15,TRUE,FALSE,unlimited,Friday
4255401,19,FALSE,TRUE,unlimited,Saturday
5614930,13,TRUE,FALSE,unlimited,Sunday
2356613,22,TRUE,FALSE,unlimited,Tuesday
4593633,19,TRUE,TRUE,unlimited,Saturday
8160365,13,TRUE,FALSE,unlimited,Monday
8986352,22,FALSE,FALSE,unlimited,Monday
3074175,22,TRUE,FALSE,unlimited,Sunday
657019,24,TRUE,FALSE,unlimited,Saturday
8666980,16,TRUE,FALSE,unlimited,Sunday
950666,25,TRUE,TRUE,unlimited,Saturday
3070381,25,TRUE,FALSE,unlimited,Sunday
7276335,25,FALSE,FALSE,unlimited,Wednesday
7159675,21,FALSE,FALSE,unlimited,Thursday
3859197,27,TRUE,FALSE,unlimited,Monday
6615629,27,FALSE,FALSE,unlimited,Thursday
8240276,23,FALSE,FALSE,unlimited,Sunday
8980478,27,TRUE,FALSE,unlimited,Monday
5364010,19,TRUE,FALSE,unlimited,Thursday
9886452,26,FALSE,FALSE,unlimited,Tuesday
6063297,15,FALSE,FALSE,unlimited,Sunday
3681940,18,TRUE,FALSE,unlimited,Saturday
1351152,19,TRUE,FALSE,unlimited,Sunday
8823637,15,FALSE,FALSE,unlimited,Monday
2590651,25,TRUE,FALSE,unlimited,Sunday
826730,23,FALSE,FALSE,unlimited,Saturday
5743523,28,TRUE,FALSE,unlimited,Sunday
8544301,24,FALSE,FALSE,unlimited,Friday
5891239,17,NA,NA,unlimited,Tuesday
3149586,24,TRUE,FALSE,unlimited,Saturday
1061781,19,TRUE,FALSE,unlimited,Tuesday
2762670,16,TRUE,FALSE,unlimited,Thursday
3992237,14,TRUE,FALSE,unlimited,Friday
520069,11,FALSE,FALSE,limited,Monday
7857390,22,TRUE,FALSE,unlimited,Sunday
2235956,14,FALSE,FALSE,unlimited,Friday
7334158,18,TRUE,FALSE,unlimited,Sunday
1391313,22,TRUE,FALSE,unlimited,Saturday
1516715,15,FALSE,FALSE,unlimited,Monday
5421651,17,FALSE,FALSE,unlimited,Friday
7283189,24,NA,NA,unlimited,Wednesday
3877696,22,FALSE,FALSE,unlimited,Wednesday
4541161,21,FALSE,FALSE,unlimited,Wednesday
9117137,24,TRUE,FALSE,unlimited,Tuesday
3320978,19,TRUE,FALSE,unlimited,Monday
3763064,19,TRUE,FALSE,unlimited,Thursday
940026,12,TRUE,FALSE,unlimited,Monday
4527454,24,FALSE,FALSE,unlimited,Tuesday
3125767,16,TRUE,FALSE,unlimited,Friday
6687755,28,TRUE,FALSE,unlimited,Monday
9941847,24,TRUE,FALSE,unlimited,Sunday
927437,25,FALSE,FALSE,unlimited,Sunday
7570950,19,FALSE,FALSE,unlimited,Tuesday
9337343,19,TRUE,FALSE,unlimited,Sunday
5662545,17,TRUE,FALSE,unlimited,Tuesday
6534817,28,FALSE,FALSE,unlimited,Saturday
4019774,25,FALSE,FALSE,unlimited,Wednesday
3923563,16,TRUE,FALSE,unlimited,Sunday
8765545,22,FALSE,FALSE,unlimited,Monday
3924638,15,TRUE,FALSE,unlimited,Sunday
7285247,13,FALSE,FALSE,unlimited,Tuesday
6808495,24,FALSE,FALSE,unlimited,Monday
672923,18,TRUE,FALSE,unlimited,Monday
9914277,25,TRUE,FALSE,unlimited,Saturday
6707847,25,FALSE,FALSE,unlimited,Tuesday
4920613,16,TRUE,FALSE,unlimited,Sunday
6880168,26,TRUE,FALSE,unlimited,Sunday
3281903,18,TRUE,FALSE,unlimited,Sunday
1825003,23,TRUE,FALSE,unlimited,Monday
7639935,12,TRUE,FALSE,unlimited,Saturday
6238890,21,FALSE,FALSE,unlimited,Monday
6074457,21,FALSE,FALSE,unlimited,Monday
7909896,18,FALSE,FALSE,unlimited,Monday
1204699,17,FALSE,FALSE,unlimited,Tuesday
5215894,25,FALSE,FALSE,unlimited,Thursday
590221,22,TRUE,FALSE,unlimited,Wednesday
2711595,26,TRUE,FALSE,unlimited,Sunday
4012437,24,TRUE,FALSE,unlimited,Thursday
4563324,22,FALSE,TRUE,unlimited,Friday
3180624,25,FALSE,FALSE,unlimited,Wednesday
5574321,17,FALSE,FALSE,unlimited,Wednesday
5601726,10,FALSE,FALSE,unlimited,Monday
7149698,16,FALSE,FALSE,unlimited,Tuesday
4514531,22,TRUE,FALSE,unlimited,Monday
51641,23,TRUE,FALSE,unlimited,Saturday
9021693,15,TRUE,FALSE,unlimited,Sunday
4921190,21,FALSE,FALSE,unlimited,Tuesday
5748846,26,FALSE,FALSE,unlimited,Monday
8630405,16,FALSE,FALSE,unlimited,Monday
5296968,16,TRUE,FALSE,unlimited,Monday
7506679,18,TRUE,FALSE,limited,Monday
9466566,13,TRUE,FALSE,unlimited,Friday
9328125,17,FALSE,FALSE,unlimited,Monday
7530730,21,FALSE,FALSE,limited,Wednesday
8351845,17,FALSE,TRUE,unlimited,Saturday
1409697,16,TRUE,FALSE,limited,Friday
4102016,27,TRUE,FALSE,unlimited,Saturday
3678755,281,TRUE,FALSE,limited,Sunday
8080056,273,TRUE,FALSE,limited,Saturday
9854100,272,TRUE,TRUE,limited,Sunday
1393851,265,TRUE,TRUE,limited,Sunday
7710147,274,TRUE,FALSE,limited,Thursday
413870,268,TRUE,TRUE,limited,Thursday
6896534,272,TRUE,TRUE,limited,Friday
4806001,271,TRUE,TRUE,limited,Thursday
4041309,283,NA,NA,limited,Sunday
4550117,278,TRUE,TRUE,limited,Tuesday
2381948,272,TRUE,TRUE,limited,Wednesday
3385949,279,NA,NA,limited,Wednesday
2400252,275,TRUE,TRUE,limited,Monday
890666,274,TRUE,TRUE,limited,Friday
7915609,276,NA,NA,limited,Friday
9466958,280,TRUE,TRUE,unlimited,Friday
6276572,273,TRUE,TRUE,unlimited,Thursday
3218046,280,TRUE,TRUE,unlimited,Sunday
4067245,280,TRUE,TRUE,unlimited,Friday
2864097,272,TRUE,TRUE,unlimited,Friday
7226871,279,TRUE,TRUE,unlimited,Sunday
740782,270,TRUE,FALSE,unlimited,Thursday
920478,527,TRUE,TRUE,limited,Saturday
2475723,527,TRUE,TRUE,limited,Sunday
6878465,779,TRUE,TRUE,limited,Sunday
3229525,784,TRUE,TRUE,unlimited,Thursday
5749520,1040,TRUE,TRUE,limited,Wednesday
2922858,1301,TRUE,TRUE,limited,Friday
9027876,1296,TRUE,TRUE,unlimited,Saturday
1287475,17,FALSE,FALSE,limited,Tuesday
3121204,24,TRUE,FALSE,limited,Thursday
4257675,18,TRUE,FALSE,limited,Friday
989512,25,TRUE,FALSE,limited,Sunday
8202627,16,TRUE,FALSE,limited,Saturday
3237694,19,FALSE,FALSE,limited,Monday
6901733,17,FALSE,FALSE,limited,Monday
4935849,18,NA,NA,limited,Thursday
508594,24,FALSE,FALSE,limited,Thursday
562464,25,TRUE,FALSE,limited,Sunday
4161054,23,TRUE,FALSE,limited,Sunday
9244863,24,TRUE,FALSE,limited,Thursday
8913566,26,FALSE,FALSE,limited,Monday
4799849,14,NA,NA,limited,Monday
5300478,17,FALSE,FALSE,limited,Thursday
6840233,22,FALSE,FALSE,limited,Tuesday
1635588,26,TRUE,FALSE,limited,Wednesday
8945505,20,TRUE,FALSE,limited,Saturday
1758942,18,TRUE,FALSE,limited,Friday
8002515,19,TRUE,FALSE,limited,Sunday
3890503,27,TRUE,FALSE,limited,Saturday
9185693,27,FALSE,FALSE,limited,Saturday
3595006,20,TRUE,FALSE,limited,Sunday
7161272,16,TRUE,FALSE,limited,Sunday
6984962,19,TRUE,FALSE,limited,Saturday
9698734,23,TRUE,FALSE,limited,Monday
7954490,14,FALSE,FALSE,limited,Tuesday
1285147,26,TRUE,FALSE,limited,Tuesday
9338794,16,TRUE,FALSE,limited,Saturday
5028592,20,TRUE,TRUE,limited,Saturday
6040402,26,TRUE,FALSE,limited,Thursday
8930330,16,FALSE,FALSE,limited,Tuesday
9428845,26,FALSE,FALSE,limited,Sunday
8496192,24,FALSE,FALSE,limited,Sunday
4860635,18,TRUE,FALSE,limited,Saturday
3838464,24,TRUE,FALSE,limited,Friday
3330547,21,TRUE,FALSE,limited,Thursday
1830031,25,TRUE,FALSE,limited,Monday
8100389,15,NA,NA,limited,Sunday
1611462,19,TRUE,FALSE,limited,Monday
774126,19,FALSE,FALSE,limited,Wednesday
168613,24,TRUE,FALSE,limited,Sunday
4452415,25,FALSE,FALSE,limited,Sunday
1082975,25,TRUE,FALSE,limited,Thursday
5411309,27,TRUE,FALSE,limited,Wednesday
5153417,19,TRUE,FALSE,limited,Sunday
976960,21,TRUE,FALSE,limited,Thursday
1420548,17,FALSE,FALSE,limited,Monday
7211994,14,FALSE,FALSE,limited,Tuesday
4518343,15,TRUE,FALSE,limited,Thursday
891414,28,TRUE,FALSE,limited,Monday
1022242,18,TRUE,FALSE,limited,Wednesday
7041537,18,FALSE,FALSE,limited,Monday
9999178,16,TRUE,FALSE,limited,Monday
8783642,16,TRUE,FALSE,limited,Sunday
3161261,26,TRUE,FALSE,limited,Sunday
9902733,26,TRUE,FALSE,limited,Saturday
1541430,24,FALSE,FALSE,limited,Sunday
4335243,26,TRUE,FALSE,limited,Wednesday
4771083,25,FALSE,FALSE,limited,Monday
7125632,15,FALSE,FALSE,limited,Wednesday
8283181,29,TRUE,FALSE,limited,Wednesday
6913740,23,FALSE,FALSE,limited,Sunday
2180999,18,FALSE,FALSE,limited,Wednesday
6718837,19,FALSE,FALSE,limited,Thursday
2243769,16,TRUE,TRUE,limited,Friday
1469515,25,FALSE,FALSE,limited,Wednesday
6047809,12,NA,NA,limited,Thursday
8937703,18,FALSE,FALSE,limited,Tuesday
3063929,19,NA,NA,limited,Friday
1174982,26,TRUE,FALSE,limited,Monday
9783694,24,FALSE,FALSE,limited,Monday
9285930,20,FALSE,TRUE,limited,Friday
2914669,17,NA,NA,limited,Thursday
2299629,15,NA,NA,limited,Sunday
9311008,18,TRUE,FALSE,limited,Sunday
7457819,18,NA,NA,limited,Sunday
3472810,17,FALSE,FALSE,limited,Tuesday
4395913,17,TRUE,FALSE,limited,Sunday
4382407,19,FALSE,FALSE,limited,Thursday
5767564,18,TRUE,FALSE,limited,Sunday
3558570,23,TRUE,FALSE,limited,Wednesday
9617977,21,TRUE,FALSE,limited,Friday
4795981,15,TRUE,FALSE,limited,Saturday
374439,22,NA,NA,limited,Wednesday
9206638,24,FALSE,FALSE,limited,Wednesday
9589247,15,FALSE,FALSE,limited,Tuesday
9560678,15,FALSE,FALSE,limited,Tuesday
5178371,26,TRUE,FALSE,limited,Sunday
1944655,20,TRUE,FALSE,limited,Tuesday
7546413,21,TRUE,FALSE,limited,Wednesday
7317043,18,FALSE,FALSE,limited,Tuesday
6026802,20,FALSE,FALSE,limited,Sunday
4601026,19,FALSE,FALSE,limited,Monday
1999459,27,FALSE,FALSE,limited,Monday
6070339,26,NA,NA,limited,Tuesday
9415778,24,FALSE,FALSE,limited,Thursday
5198984,17,FALSE,FALSE,limited,Monday
2567718,26,TRUE,TRUE,limited,Saturday
249973,16,FALSE,FALSE,limited,Monday
6305182,18,TRUE,FALSE,limited,Sunday
8218419,27,NA,NA,limited,Monday
4966562,17,TRUE,FALSE,limited,Sunday
9113864,23,TRUE,TRUE,limited,Thursday
135919,25,FALSE,TRUE,limited,Monday
6807530,23,TRUE,FALSE,limited,Saturday
7562749,23,TRUE,FALSE,limited,Monday
5830883,19,TRUE,FALSE,limited,Saturday
2946108,24,TRUE,FALSE,limited,Wednesday
8529260,23,FALSE,FALSE,limited,Monday
7772223,25,TRUE,FALSE,limited,Sunday
54178,24,FALSE,FALSE,limited,Thursday
9046093,25,TRUE,TRUE,limited,Wednesday
2768274,14,FALSE,FALSE,limited,Monday
6940230,13,FALSE,FALSE,limited,Tuesday
1726138,27,FALSE,TRUE,limited,Saturday
7953020,17,FALSE,FALSE,limited,Monday
7215589,25,FALSE,FALSE,limited,Saturday
5499970,20,TRUE,FALSE,limited,Friday
6122713,18,TRUE,FALSE,limited,Thursday
8412528,15,FALSE,FALSE,limited,Monday
8782626,16,FALSE,FALSE,limited,Sunday
3490314,24,FALSE,FALSE,limited,Sunday
8391961,19,FALSE,FALSE,limited,Sunday
3225912,22,TRUE,TRUE,limited,Tuesday
3180159,25,FALSE,FALSE,limited,Saturday
2978259,25,NA,NA,limited,Saturday
470349,22,NA,NA,limited,Sunday
8984336,18,TRUE,FALSE,limited,Monday
4506646,18,TRUE,TRUE,limited,Saturday
5013609,17,NA,NA,limited,Sunday
5732723,24,FALSE,FALSE,limited,Monday
6093590,26,TRUE,FALSE,limited,Wednesday
684975,22,FALSE,FALSE,limited,Sunday
4496662,27,TRUE,FALSE,limited,Sunday
3381546,26,FALSE,FALSE,limited,Tuesday
1760753,18,TRUE,FALSE,limited,Tuesday
3765571,24,FALSE,TRUE,limited,Friday
1788997,26,TRUE,FALSE,limited,Thursday
9286141,17,FALSE,FALSE,limited,Thursday
9580561,16,FALSE,FALSE,limited,Tuesday
1467267,20,TRUE,FALSE,limited,Tuesday
3070395,17,TRUE,FALSE,limited,Wednesday
7521210,9,FALSE,TRUE,limited,Thursday
4349611,22,FALSE,TRUE,limited,Friday
1086934,17,TRUE,FALSE,limited,Sunday
899210,22,FALSE,FALSE,limited,Tuesday
7564,19,FALSE,FALSE,limited,Sunday
3902637,18,FALSE,FALSE,limited,Monday
9896424,16,FALSE,FALSE,limited,Monday
6736054,26,TRUE,FALSE,limited,Monday
1348725,20,FALSE,FALSE,limited,Thursday
8844832,24,FALSE,FALSE,limited,Sunday
473408,26,FALSE,TRUE,limited,Friday
2462441,17,FALSE,TRUE,limited,Tuesday
2451253,18,FALSE,FALSE,limited,Wednesday
5218345,27,TRUE,TRUE,limited,Monday
9873788,25,TRUE,FALSE,limited,Saturday
8309958,24,FALSE,FALSE,limited,Sunday
5500154,17,FALSE,FALSE,limited,Tuesday
1008580,24,FALSE,FALSE,limited,Thursday
968420,29,FALSE,FALSE,limited,Monday
6995426,20,TRUE,FALSE,limited,Friday
5731044,17,FALSE,FALSE,limited,Tuesday
6822973,24,FALSE,FALSE,limited,Wednesday
3119459,17,TRUE,FALSE,limited,Tuesday
9052434,23,FALSE,FALSE,limited,Sunday
9898735,18,FALSE,FALSE,limited,Monday
7453738,17,FALSE,FALSE,limited,Thursday
5521162,26,FALSE,FALSE,limited,Tuesday
9393728,21,FALSE,FALSE,limited,Saturday
9286155,17,TRUE,FALSE,limited,Wednesday
5735277,24,FALSE,FALSE,limited,Monday
3253331,16,FALSE,FALSE,limited,Monday
2336828,18,TRUE,FALSE,limited,Thursday
6991083,25,TRUE,FALSE,limited,Monday
6644204,24,TRUE,FALSE,limited,Monday
4109035,27,TRUE,TRUE,limited,Friday
9975534,25,TRUE,FALSE,limited,Tuesday
9261585,14,FALSE,FALSE,limited,Wednesday
3625574,18,TRUE,FALSE,limited,Monday
7912290,22,FALSE,FALSE,limited,Tuesday
2905609,20,NA,NA,limited,Friday
5976640,16,FALSE,FALSE,limited,Wednesday
9523292,24,FALSE,FALSE,limited,Monday
624233,25,TRUE,TRUE,limited,Saturday
7794488,23,TRUE,FALSE,limited,Saturday
9679665,16,TRUE,TRUE,limited,Friday
5220221,25,FALSE,FALSE,limited,Tuesday
7060631,23,TRUE,FALSE,limited,Wednesday
1242017,16,TRUE,FALSE,limited,Sunday
4192173,16,FALSE,FALSE,limited,Friday
7510982,30,TRUE,FALSE,limited,Thursday
8826691,25,TRUE,FALSE,limited,Sunday
2288954,23,TRUE,FALSE,limited,Monday
2036082,24,FALSE,FALSE,limited,Wednesday
4812360,16,TRUE,TRUE,limited,Thursday
9081835,19,FALSE,FALSE,limited,Tuesday
6693601,17,TRUE,FALSE,limited,Monday
9452511,28,TRUE,FALSE,limited,Thursday
1691352,18,TRUE,FALSE,limited,Saturday
2569105,17,TRUE,FALSE,limited,Wednesday
5490556,16,FALSE,FALSE,limited,Saturday
8325228,24,TRUE,FALSE,limited,Sunday
